name,year,Price,kms_driven,fuel_type,transmission,owner
Ford Figo Diesel LXI,2012,140000,70000,Diesel,Manual,Fourth & Above Owner
Maruti SX4 VDI,2012,310000,25000,Diesel,Manual,Second Owner
Maruti 800 EX 5 Speed,2006,65000,120000,Petrol,Manual,Second Owner
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000,Diesel,Manual,First Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Manual,Second Owner
Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Manual,Second Owner
Maruti Swift VDI,2012,380000,100000,Diesel,Manual,Second Owner
Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Manual,Fourth & Above Owner
Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Manual,First Owner
Mahindra Xylo D2,2011,200000,200000,Diesel,Manual,Third Owner
Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Manual,Third Owner
Hyundai Santro LP zipPlus,2003,68000,70000,Petrol,Manual,Second Owner
Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Manual,First Owner
Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Manual,Second Owner
Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Manual,First Owner
Renault Duster 4x4,2014,650000,129000,Diesel,Manual,First Owner
Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Manual,Second Owner
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Automatic,First Owner
Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Automatic,Third Owner
Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Manual,Second Owner
Maruti 800 AC,2006,50000,40000,Petrol,Manual,Third Owner
Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Manual,First Owner
Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Manual,First Owner
Maruti Swift VDI,2012,425000,56000,Diesel,Manual,Second Owner
Peugeot 309 GLD,1997,57000,110000,Diesel,Manual,Third Owner
Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Manual,Second Owner
Tata Indica V2 eLX,2014,200000,55896,Diesel,Manual,Second Owner
Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Manual,First Owner
Honda Brio V MT,2012,250000,97000,Petrol,Manual,Second Owner
Maruti Alto 800 LXI,2014,206000,120000,Petrol,Manual,Second Owner
Hyundai EON Magna Plus,2014,290000,50000,Petrol,Manual,First Owner
Tata Nano Lx BSIV,2010,45000,30400,Petrol,Manual,Fourth & Above Owner
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Manual,First Owner
Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,Third Owner
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Automatic,Second Owner
Maruti Alto LX,2010,170000,100000,Petrol,Manual,First Owner
Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Manual,Second Owner
Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Manual,Second Owner
Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Manual,Third Owner
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Manual,First Owner
Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Automatic,First Owner
Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Manual,Third Owner
Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Manual,First Owner
Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Manual,Second Owner
Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Manual,Second Owner
Maruti A-Star Vxi,2010,165000,66000,Petrol,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Manual,Second Owner
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Manual,First Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Manual,Second Owner
Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Manual,Second Owner
Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Manual,Second Owner
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Manual,First Owner
Maruti Swift VXI,2020,600000,5000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,2014,229999,30000,Petrol,Manual,Second Owner
Maruti Swift ZDi,2014,440000,70000,Diesel,Manual,Second Owner
Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Manual,Second Owner
Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Manual,First Owner
Honda City V MT,2012,330000,80000,Petrol,Manual,Second Owner
Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Manual,Second Owner
Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Manual,Second Owner
Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Manual,Second Owner
Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Manual,Third Owner
Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Automatic,Second Owner
Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Manual,First Owner
Hyundai Santro GLS I - Euro I,2000,30000,90000,Petrol,Manual,Third Owner
Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Manual,Second Owner
Maruti Alto 800 LXI,2018,350000,44000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Manual,First Owner
Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Manual,First Owner
Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Manual,Third Owner
Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Manual,First Owner
Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Manual,First Owner
Hyundai EON Sportz,2018,350000,25000,Petrol,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,2017,300000,27000,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Manual,Second Owner
Maruti A-Star Vxi,2014,250000,40000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,2014,200000,40000,Petrol,Manual,Third Owner
Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Manual,First Owner
Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Manual,First Owner
Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Manual,First Owner
Hyundai EON Magna Plus,2014,250000,40000,Petrol,Manual,First Owner
Maruti Alto LX,2008,95000,80000,Petrol,Manual,Second Owner
Tata Indigo CR4,2011,200000,70000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Manual,Second Owner
Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Manual,First Owner
Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Manual,First Owner
Hyundai i10 Sportz,2010,200000,70000,Petrol,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Manual,Second Owner
Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Manual,First Owner
Renault KWID RXT,2016,290000,10000,Petrol,Manual,First Owner
Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Manual,Second Owner
Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Manual,First Owner
Renault KWID RXT,2016,315000,60000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,2014,300000,70000,Petrol,Manual,First Owner
Hyundai i10 Sportz,2013,325000,70000,Petrol,Manual,Second Owner
Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Manual,First Owner
Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Manual,First Owner
Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Manual,Third Owner
Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Manual,First Owner
Ford Figo Petrol LXI,2012,290000,25000,Petrol,Manual,First Owner
Tata Nano Lx BSIV,2012,60000,90000,Petrol,Manual,First Owner
Maruti A-Star Vxi,2009,120000,140000,Petrol,Manual,Third Owner
Honda City i-DTEC VX,2017,850000,103000,Diesel,Manual,First Owner
Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Manual,First Owner
Honda City i DTEC V,2015,600000,128000,Diesel,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Manual,First Owner
Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Manual,Second Owner
Hyundai Santro Xing GL,2011,150000,40000,Petrol,Manual,Fourth & Above Owner
Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Manual,Fourth & Above Owner
Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Manual,First Owner
Maruti Ciaz ZDi,2015,730000,70000,Diesel,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Manual,First Owner
Mahindra Xylo E8,2009,300000,90000,Diesel,Manual,Second Owner
Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Manual,Second Owner
Honda Civic 1.8 V MT Inspire,2011,350000,50000,Petrol,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,2015,509999,62000,Diesel,Manual,Second Owner
Maruti Ertiga LDI,2012,400000,90000,Diesel,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,80000,Diesel,Manual,First Owner
Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,2016,930000,47552,Diesel,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Manual,Second Owner
Ford Figo Petrol EXI,2011,225000,15000,Petrol,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,20000,Diesel,Manual,First Owner
Hyundai i20 Active 1.2,2018,530000,52000,Petrol,Manual,First Owner
Hyundai i20 Magna 1.2,2016,470000,70000,Petrol,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Manual,First Owner
Tata Safari Storme LX,2014,540000,77500,Diesel,Manual,Second Owner
Maruti Swift VDI BSIV,2015,459999,100000,Diesel,Manual,Second Owner
Renault KWID RXL,2019,325000,14700,Petrol,Manual,First Owner
Maruti Omni MPI STD BSIV,2016,240000,40000,Petrol,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K2,2017,400000,32000,Petrol,Manual,Second Owner
Maruti Alto LXI,2004,70000,70000,Petrol,Manual,Second Owner
Maruti Swift Dzire VXi,2009,250000,80000,Petrol,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,910000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,2018,720000,25000,Diesel,Manual,First Owner
Maruti Swift Dzire ZDI,2015,590000,50000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3 10 Seats BSIII,2015,434000,120000,Diesel,Manual,First Owner
Mahindra Bolero DI BSIII,2006,145000,170000,Diesel,Manual,First Owner
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,19700,Petrol,Manual,First Owner
Hyundai Santro Xing GL Plus LPG,2011,191000,70000,LPG,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2018,372000,50000,Diesel,Manual,Fourth & Above Owner
Maruti Wagon R LXI,2005,65000,90000,Petrol,Manual,Second Owner
Hyundai Santro GLS I - Euro II,2007,150000,60000,Petrol,Manual,Third Owner
Ford Figo Diesel LXI,2015,300000,140000,Diesel,Manual,First Owner
Mahindra Scorpio 2.6 DX,2003,125000,120000,Diesel,Manual,Third Owner
Tata Tigor 1.2 Revotron XZ Option,2017,520000,40000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,2014,190000,70000,Petrol,Manual,Third Owner
Datsun RediGO 1.0 S,2018,310000,7000,Petrol,Manual,First Owner
Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,90000,Diesel,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,110000,Diesel,Automatic,First Owner
Maruti Alto K10 VXI,2019,350000,15000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,2020,360000,5000,Petrol,Manual,First Owner
Renault KWID RXE,2017,285000,5000,Petrol,Manual,First Owner
Maruti Alto 800 LX,2013,160000,70000,Petrol,Manual,Second Owner
Datsun GO Plus D,2015,229999,60000,Petrol,Manual,Second Owner
Maruti Alto LXi,2007,85000,120000,Petrol,Manual,Third Owner
Datsun RediGO 1.0 S,2018,300000,7000,Petrol,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,675000,120000,Diesel,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,145241,Diesel,Manual,First Owner
Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,110000,Diesel,Manual,First Owner
Renault KWID RXT,2016,254999,30000,Petrol,Manual,Third Owner
Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,2013,390000,100000,Diesel,Manual,First Owner
Toyota Etios Liva GD,2015,450000,80000,Diesel,Manual,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1630000,40000,Diesel,Automatic,Second Owner
Maruti Vitara Brezza VDi Option,2017,725000,50000,Diesel,Manual,First Owner
Tata Safari Storme LX,2013,466000,95500,Diesel,Manual,Second Owner
Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Manual,Second Owner
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Manual,Third Owner
Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Manual,First Owner
Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Manual,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Manual,First Owner
Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Manual,Third Owner
Toyota Etios VX,2011,345000,70000,Petrol,Manual,First Owner
Maruti A-Star Vxi,2009,300000,60000,Petrol,Manual,First Owner
Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Manual,Second Owner
Maruti 800 AC BSIII,2004,120000,80000,Petrol,Manual,Second Owner
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Manual,First Owner
Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Manual,First Owner
Hyundai EON Era Plus,2013,165000,45000,Petrol,Manual,Second Owner
Maruti Swift VXI Optional,2016,470000,23700,Petrol,Manual,First Owner
Maruti Swift VXI Deca,2016,470000,23700,Petrol,Manual,First Owner
Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,2014,229999,53473,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Manual,Second Owner
Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Manual,First Owner
Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,2015,360000,120000,Diesel,Manual,First Owner
Maruti Alto K10 VXI,2018,350000,40000,Petrol,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2012,500000,70000,Diesel,Manual,First Owner
Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Manual,Third Owner
Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Manual,First Owner
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010,180000,87000,Diesel,Manual,First Owner
Hyundai Accent GLE,2009,180000,87000,Petrol,Manual,Second Owner
Mahindra Bolero GLX,2006,200000,120000,Diesel,Manual,Second Owner
Maruti Swift Dzire VDI,2013,530000,40000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel RxL,2014,620000,90000,Diesel,Manual,Second Owner
Toyota Etios G,2015,360000,110000,Petrol,Manual,Third Owner
Hyundai Santro Xing GLS,2010,245000,86000,Petrol,Manual,Second Owner
Maruti Swift VDI BSIV,2009,370000,120000,Diesel,Manual,First Owner
Ford Ikon 1.6 Really Sport,2003,130000,80000,Petrol,Manual,Third Owner
Maruti Esteem LX - BSIII,1999,70000,65000,Petrol,Manual,Fourth & Above Owner
Maruti Esteem LX - BSIII,1999,70000,70000,Petrol,Manual,Fourth & Above Owner
Ford Fiesta 1.5 TDCi Titanium,2014,650000,140000,Diesel,Manual,Second Owner
Maruti Swift VXI,2019,610000,18000,Petrol,Manual,First Owner
Maruti Alto K10 VXI,2015,300000,24000,Petrol,Manual,First Owner
Hyundai Grand i10 CRDi Magna,2014,425000,60000,Diesel,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2012,450000,150000,Diesel,Manual,Third Owner
Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Manual,First Owner
Hyundai i10 Sportz AT,2011,340000,60000,Petrol,Automatic,Third Owner
Maruti Ertiga LDI Option,2013,650000,90000,Diesel,Manual,First Owner
Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Manual,First Owner
Tata Indica Vista TDI LS,2014,250000,120000,Diesel,Manual,First Owner
Chevrolet Beat Diesel LT,2012,225000,100000,Diesel,Manual,Third Owner
Tata Indica V2 2001-2011 DLS BSIII,2007,55000,75958,Diesel,Manual,Second Owner
Maruti 800 AC,1996,42000,70000,Petrol,Manual,Third Owner
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,250000,100000,Diesel,Manual,Second Owner
Hyundai Tucson CRDi,2006,282000,128000,Diesel,Manual,Fourth & Above Owner
Tata Indica V2 DLS TC,2007,80000,110000,Diesel,Manual,Third Owner
Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Manual,First Owner
Maruti Swift VDI,2011,400000,60000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Manual,First Owner
Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Manual,Second Owner
Hyundai i10 Sportz,2012,280000,65000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Manual,Third Owner
Mahindra Scorpio EX,2014,550000,60000,Diesel,Manual,First Owner
Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Manual,First Owner
Tata Manza Aqua Safire,2010,150000,80000,Petrol,Manual,Third Owner
Hyundai EON Magna Plus,2014,190000,60000,Petrol,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Manual,First Owner
Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Manual,First Owner
Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Manual,First Owner
Maruti Ritz LDi,2016,409999,120000,Diesel,Manual,First Owner
Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Manual,Second Owner
Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Manual,Second Owner
Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Manual,First Owner
Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Manual,Second Owner
Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Manual,Second Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Manual,Second Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Manual,First Owner
Datsun GO T Petrol,2019,459999,35000,Petrol,Manual,First Owner
Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Manual,First Owner
Toyota Etios GD,2015,509999,100000,Diesel,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Manual,Third Owner
Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Manual,Second Owner
Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Manual,Second Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Manual,Second Owner
Hyundai i10 Sportz,2014,350000,64000,Petrol,Manual,First Owner
Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Automatic,First Owner
Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Manual,First Owner
Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Manual,First Owner
Maruti Swift LDI,2013,370000,90000,Diesel,Manual,Second Owner
Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Manual,First Owner
Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Manual,First Owner
Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Manual,First Owner
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Automatic,First Owner
Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Manual,Second Owner
Maruti Alto 800 LXI,2013,185000,80000,Petrol,Manual,Second Owner
Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Manual,Second Owner
Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Manual,Second Owner
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Manual,First Owner
Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Manual,First Owner
Datsun RediGO T Option,2018,250000,10000,Petrol,Manual,First Owner
Hyundai i10 Sportz,2014,320000,15000,Petrol,Manual,First Owner
Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Automatic,First Owner
Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Manual,Second Owner
Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Manual,Third Owner
Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Manual,First Owner
Hyundai EON Era,2012,179000,30000,Petrol,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Manual,Second Owner
Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Manual,Second Owner
Mahindra Bolero SLX,2011,440000,60000,Diesel,Manual,Second Owner
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Manual,Second Owner
Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Manual,First Owner
Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Manual,First Owner
Hyundai i20 Magna,2012,335000,45000,Petrol,Manual,First Owner
Mahindra XUV500 W4,2016,1025000,22522,Diesel,Manual,First Owner
