,name,year,Price,kms_driven,fuel_type,transmission,owner
5591,Tata Indica V2,2008,67000,80000,Diesel,Manual,Second Owner
5592,Ford Figo 1.5D,2015,480000,80000,Diesel,Manual,First Owner
5593,Maruti Omni MPI,2008,110000,48676,Petrol,Manual,First Owner
5594,Hyundai Santro Xing,2006,105000,60000,Petrol,Manual,Third Owner
5595,Datsun GO Plus,2018,475000,40000,Petrol,Manual,First Owner
5596,Toyota Etios Liva,2012,275000,120000,Diesel,Manual,Second Owner
5597,Tata Indica DLX,2003,40000,70000,Diesel,Manual,First Owner
5598,Maruti Alto 800,2018,300000,15000,Petrol,Manual,Second Owner
5599,Maruti Alto LXi,2007,100000,70000,Petrol,Manual,First Owner
5600,Tata Indica Vista,2011,70000,80000,Diesel,Manual,Second Owner
5601,Ford EcoSport 1.5,2017,900000,60000,Diesel,Manual,First Owner
5602,Toyota Etios 1.4,2017,650000,120000,Diesel,Manual,Second Owner
5603,Hyundai Santro DX,2003,55000,120000,Petrol,Manual,Third Owner
5604,Maruti Zen LXI,2000,50000,180000,Petrol,Manual,Fourth & Above Owner
5605,Hyundai Grand i10,2016,550000,70000,Petrol,Manual,First Owner
5606,Renault Duster 85PS,2013,475000,250000,Diesel,Manual,First Owner
5607,Hyundai Santro Era,2019,425000,15000,Petrol,Manual,First Owner
5608,Maruti Ciaz ZDi,2017,900000,65000,Diesel,Manual,First Owner
5609,Hyundai i20 Sportz,2015,516000,90000,Petrol,Manual,First Owner
5610,Tata Indica Vista,2011,150000,70000,Petrol,Manual,Second Owner
5611,Maruti Wagon R,2016,400000,30000,Petrol,Manual,First Owner
5612,Mahindra Scorpio S4,2016,800000,79500,Diesel,Manual,First Owner
5613,Hyundai Santro Xing,2007,165000,90000,Petrol,Manual,Third Owner
5614,Nissan Terrano XL,2015,1000000,110000,Diesel,Manual,First Owner
5615,Maruti Swift Dzire,2015,440000,110000,Diesel,Manual,First Owner
5616,Hyundai Verna 1.6,2011,390000,153000,Diesel,Manual,First Owner
5617,Ford Fiesta 1.4,2008,136000,200185,Petrol,Manual,First Owner
5618,Maruti Swift Dzire,2013,475000,149000,Diesel,Manual,First Owner
5619,Ford Figo 1.5D,2016,515000,100000,Diesel,Manual,First Owner
5620,Tata Venture EX,2012,175000,90000,Diesel,Manual,Second Owner
5621,Maruti SX4 ZDI,2012,380000,80000,Diesel,Manual,Fourth & Above Owner
5622,Toyota Etios Liva,2012,405000,150000,Diesel,Manual,First Owner
5623,Maruti Ignis 1.2,2018,535000,12000,Petrol,Manual,First Owner
5624,Hyundai i10 Magna,2011,215000,40000,Petrol,Manual,Second Owner
5625,Maruti Zen LXI,1997,70000,100000,Petrol,Manual,Second Owner
5626,Hyundai Grand i10,2017,445000,27000,Petrol,Manual,First Owner
5627,Maruti Wagon R,2015,335000,120000,Petrol,Manual,First Owner
5628,Mahindra Bolero 2011-2019,2015,600000,80000,Diesel,Manual,First Owner
5629,Maruti Eeco 5,2014,300000,49025,Petrol,Manual,First Owner
5630,Tata Nano Twist,2015,110000,15000,Petrol,Manual,First Owner
5631,Maruti Alto K10,2014,240000,90000,Petrol,Manual,Second Owner
5632,Tata Tiago 1.2,2016,300000,90000,Petrol,Manual,First Owner
5633,BMW 7 Series,2010,2000000,90000,Diesel,Automatic,Second Owner
5634,Tata Indica V2,2007,50000,80000,Diesel,Manual,Third Owner
5635,Chevrolet Tavera B1-10,2009,295000,195000,Diesel,Manual,Second Owner
5636,Mahindra Scorpio 2.6,2006,310000,90000,Diesel,Manual,Third Owner
5637,Maruti 800 AC,1997,29999,80000,Petrol,Manual,Third Owner
5638,Honda City i,2016,925000,22000,Petrol,Manual,First Owner
5639,Maruti Vitara Brezza,2016,640000,70000,Diesel,Manual,First Owner
5640,Maruti Swift Dzire,2012,350000,35000,Petrol,Manual,First Owner
5641,Maruti Swift Dzire,2013,385000,120000,Petrol,Manual,First Owner
5642,Maruti Swift Dzire,2013,409999,100000,Diesel,Manual,Second Owner
5643,Mahindra XUV500 AT,2016,1300000,40000,Diesel,Automatic,First Owner
5644,Ford Fiesta 1.6,2009,210000,60000,Petrol,Manual,Third Owner
5645,Mahindra Scorpio SLX,2007,300000,110000,Diesel,Manual,First Owner
5646,Mahindra Scorpio 2006-2009,2008,450000,112000,Diesel,Manual,First Owner
5647,Ford Figo Diesel,2011,170000,70000,Diesel,Manual,Second Owner
5648,Honda City i,2014,650000,140000,Diesel,Manual,First Owner
5649,Maruti Esteem AX,1997,125000,94000,Petrol,Automatic,Fourth & Above Owner
5650,Maruti Alto LXi,2012,145000,70000,Petrol,Manual,First Owner
5651,Volkswagen Polo 2015-2019,2018,681000,27000,Diesel,Manual,First Owner
5652,Honda City i,2015,635000,173000,Diesel,Manual,First Owner
5653,Maruti Alto LXi,2010,140000,80000,Petrol,Manual,Second Owner
5654,Honda City i,2016,750000,86000,Diesel,Manual,Third Owner
5655,Honda City i,2015,611000,80000,Diesel,Manual,Second Owner
5656,Maruti Alto LXi,2007,110000,120000,Petrol,Manual,Third Owner
5657,Maruti Wagon R,2006,100000,100000,Petrol,Automatic,Second Owner
5658,Tata Indica Vista,2014,225000,120000,Diesel,Manual,First Owner
5659,Hyundai Verna Transform,2010,250000,190000,Diesel,Manual,Third Owner
5660,Mahindra Scorpio EX,2011,385000,120000,Diesel,Manual,Second Owner
5661,Maruti Alto LXi,2012,135000,70000,Petrol,Manual,First Owner
5662,Maruti Alto LX,2006,65000,100000,Petrol,Manual,Second Owner
5663,Maruti Alto K10,2016,260000,120000,Petrol,Manual,First Owner
5664,Maruti Swift Dzire,2014,465000,120000,Diesel,Manual,Second Owner
5665,Maruti Swift 1.3,2007,150000,80000,Petrol,Manual,Fourth & Above Owner
5666,Mahindra KUV 100,2017,430000,20000,Petrol,Manual,Second Owner
5667,Hyundai i20 Asta,2009,200000,81000,Petrol,Manual,Fourth & Above Owner
5668,Chevrolet Beat LS,2011,125000,90000,Petrol,Manual,Second Owner
5669,Maruti 800 Std,2001,45000,60000,Petrol,Manual,Second Owner
5670,Chevrolet Beat LS,2012,124000,40000,Petrol,Manual,Second Owner
5671,Tata Indica GLS,2007,80000,80000,Petrol,Manual,Third Owner
5672,Maruti Ertiga VXI,2014,545000,35000,CNG,Manual,First Owner
5673,Maruti Ertiga ZDI,2019,1050000,20000,Diesel,Manual,First Owner
5674,Chevrolet Sail 1.2,2015,200000,50000,Petrol,Manual,First Owner
5675,Mahindra XUV500 AT,2015,1100000,77000,Diesel,Automatic,Second Owner
5676,Mahindra XUV500 W6,2014,750000,50000,Diesel,Manual,First Owner
5677,Tata Tiago 1.2,2016,425000,13500,Petrol,Manual,First Owner
5678,Maruti Alto 800,2016,300000,38000,Petrol,Manual,First Owner
5679,Maruti Ertiga ZDI,2019,1200000,14000,Diesel,Manual,First Owner
5680,Honda Civic 1.8,2009,240000,70000,Petrol,Manual,First Owner
5681,Mahindra KUV 100,2016,450000,55000,Diesel,Manual,Second Owner
5682,Maruti Wagon R,2006,80000,150000,Petrol,Manual,Fourth & Above Owner
5683,Mahindra Bolero 2011-2019,2013,500000,160000,Diesel,Manual,First Owner
5684,Chevrolet Sail Hatchback,2013,295000,50000,Diesel,Manual,First Owner
5685,Tata Indigo CS,2008,100000,120000,Diesel,Manual,Third Owner
5686,Hyundai Verna 1.6,2013,700000,76460,Diesel,Manual,First Owner
5687,Ford Figo Diesel,2011,180000,125000,Diesel,Manual,Second Owner
5688,Mahindra Verito 1.5,2012,225000,110000,Diesel,Manual,Second Owner
5689,Hyundai EON Era,2017,310000,25000,Petrol,Manual,First Owner
5690,Honda City i,2015,625000,30000,Diesel,Manual,First Owner
5691,Hyundai i10 Magna,2013,275000,70000,LPG,Manual,Second Owner
5692,Hyundai i10 Era,2013,245000,110000,Petrol,Manual,Second Owner
5693,Maruti Zen Estilo,2010,160000,200000,Petrol,Manual,First Owner
5694,Hyundai EON Era,2014,250000,80000,Petrol,Manual,First Owner
5695,Honda Amaze E,2014,450000,76000,Diesel,Manual,First Owner
5696,Tata Indica V2,2007,85000,150000,Diesel,Manual,Second Owner
5697,Toyota Innova Crysta,2018,1938000,35000,Diesel,Manual,First Owner
5698,Hyundai i20 2015-2017,2016,550000,40000,Petrol,Manual,First Owner
5699,Ford EcoSport 1.5,2015,551000,110000,Diesel,Manual,First Owner
5700,Hyundai Xcent 1.2,2019,500000,60000,Petrol,Manual,First Owner
5701,Honda Amaze S,2018,585000,15000,Petrol,Manual,First Owner
5702,Hyundai Accent Executive,2013,172000,120000,Petrol,Manual,First Owner
5703,Hyundai Verna 1.6,2012,360000,100000,Diesel,Manual,Second Owner
5704,Tata Tiago 1.05,2017,350000,24000,Diesel,Manual,Second Owner
5705,Ford EcoSport 1.5,2018,700000,53000,Diesel,Manual,First Owner
5706,Maruti Alto LXi,2011,148000,40000,Petrol,Manual,Third Owner
5707,Maruti Eeco CNG,2016,330000,47370,CNG,Manual,First Owner
5708,Skoda Octavia Ambiente,2007,110000,120000,Diesel,Manual,Second Owner
5709,Maruti Swift VDI,2015,450000,100000,Diesel,Manual,First Owner
5710,Chevrolet Captiva LT,2009,260000,80000,Diesel,Manual,Second Owner
5711,Hyundai i10 Sportz,2011,200000,91000,Petrol,Manual,Second Owner
5712,Maruti Alto K10,2019,430000,20000,CNG,Manual,First Owner
5713,Mahindra Scorpio SLE,2013,550000,80000,Diesel,Manual,Second Owner
5714,Maruti Ritz LDi,2013,245000,80000,Diesel,Manual,First Owner
5715,Maruti Eeco CNG,2016,320000,80000,CNG,Manual,First Owner
5716,Hyundai Accent GLE,2008,120000,110000,CNG,Manual,Third Owner
5717,Hyundai Elantra CRDi,2013,615000,120000,Diesel,Manual,First Owner
5718,Skoda Superb Elegance,2013,600000,90000,Diesel,Automatic,First Owner
5719,Volkswagen Passat 1.8,2010,300000,120000,Petrol,Manual,Second Owner
5720,Ford Figo 1.5D,2016,400000,45217,Diesel,Manual,First Owner
5721,Hyundai Creta 1.6,2017,1000000,60000,Diesel,Automatic,Second Owner
5722,Hyundai Sonata 2.4,2012,525000,70000,Petrol,Manual,Second Owner
5723,Fiat Grande Punto,2013,300000,133000,Diesel,Manual,First Owner
5724,Fiat Grande Punto,2011,220000,117000,Diesel,Manual,Second Owner
5725,Mahindra XUV500 W8,2015,850000,173000,Diesel,Manual,First Owner
5726,Honda City 1.5,2011,500000,35000,Petrol,Manual,First Owner
5727,Hyundai Accent GLE,2003,59000,70000,Petrol,Manual,Second Owner
5728,Maruti Alto LX,2011,130000,60000,Petrol,Manual,Third Owner
5729,Volkswagen Polo 1.2,2016,375000,120000,Petrol,Manual,Second Owner
5730,Ford Fiesta 1.4,2009,180000,163000,Diesel,Manual,First Owner
5731,Volkswagen Polo Diesel,2011,220000,222300,Diesel,Manual,First Owner
5732,Toyota Innova 2.5,2013,625000,100000,Diesel,Manual,Second Owner
5733,Maruti Ritz LDi,2013,295000,120000,Diesel,Manual,First Owner
5734,Maruti Swift VDI,2011,350000,160000,Diesel,Manual,First Owner
5735,Tata Sumo MKII,2010,235000,90000,Diesel,Manual,First Owner
5736,Hyundai Sonata 2.4,2012,500000,330000,Petrol,Manual,Second Owner
5737,Maruti Swift VVT,2017,509999,20000,Petrol,Manual,First Owner
5738,Maruti Alto 800,2020,370000,16000,CNG,Manual,First Owner
5739,Hyundai Grand i10,2016,370000,30000,Petrol,Manual,Second Owner
5740,Maruti Swift 1.3,2009,180000,50000,Petrol,Manual,First Owner
5741,Mahindra Quanto C8,2012,300000,210000,Diesel,Manual,First Owner
5742,Hyundai i10 Sportz,2015,350000,20000,Petrol,Manual,First Owner
5743,Renault KWID 1.0,2018,395000,20000,Petrol,Manual,First Owner
5744,Toyota Innova 2.5,2015,850000,100000,Diesel,Manual,First Owner
5745,Toyota Innova 2.5,2015,1150000,40000,Diesel,Manual,First Owner
5746,Jaguar XF 3.0,2016,3500000,35000,Diesel,Automatic,First Owner
5747,Volkswagen Vento Diesel,2012,280000,120000,Diesel,Manual,Second Owner
5748,Mahindra TUV 300,2018,775000,50000,Diesel,Manual,Second Owner
5749,Hyundai Verna 1.6,2012,420000,100000,Diesel,Manual,Second Owner
5750,Honda City 1.5,2010,310000,91000,Petrol,Manual,Second Owner
5751,Jeep Compass 2.0,2017,1550000,50000,Diesel,Manual,First Owner
5752,Fiat Linea 1.3,2015,375000,67000,Diesel,Manual,First Owner
5753,Hyundai Grand i10,2015,500000,40000,Petrol,Manual,First Owner
5754,Maruti Ritz ZDi,2013,300000,100000,Diesel,Manual,Second Owner
5755,Honda City 2017-2020,2008,155000,120000,Petrol,Manual,Second Owner
5756,Maruti Swift Dzire,2013,350000,185000,Diesel,Manual,First Owner
5757,Mahindra XUV500 AT,2016,950000,75000,Diesel,Automatic,Third Owner
5758,Hyundai Grand i10,2015,350000,80000,Diesel,Manual,Third Owner
5759,Isuzu D-Max V-Cross,2019,1900000,30000,Diesel,Automatic,First Owner
5760,Tata Nexon 1.2,2020,537000,5000,Petrol,Manual,First Owner
5761,Volkswagen Polo 2015-2019,2019,585000,10000,Petrol,Manual,First Owner
5762,Hyundai Santro LP,2002,56000,60000,Petrol,Manual,First Owner
5763,Maruti Ertiga VDI,2012,350000,140000,Diesel,Manual,First Owner
5764,Hyundai Elite i20,2019,700000,19000,Petrol,Manual,First Owner
5765,Maruti Ertiga SHVS,2017,849000,44600,Diesel,Manual,First Owner
5766,Volkswagen Polo GT,2014,574000,28080,Petrol,Automatic,First Owner
5767,Hyundai i20 Magna,2014,484999,28800,Petrol,Manual,First Owner
5768,Renault KWID RXT,2018,360000,21900,Petrol,Manual,First Owner
5769,Volkswagen Polo GT,2014,575000,28100,Petrol,Automatic,First Owner
5770,Honda City i,2014,550000,110000,Diesel,Manual,Second Owner
5771,Hyundai i20 Asta,2016,700000,100000,Diesel,Manual,First Owner
5772,Maruti Swift Dzire,2019,825000,7673,Diesel,Automatic,First Owner
5773,Maruti Wagon R,2008,114999,100000,Petrol,Manual,Second Owner
5774,Tata Manza Aqua,2009,150000,75000,Petrol,Manual,Second Owner
5775,Maruti Swift Dzire,2018,851000,50000,Diesel,Automatic,First Owner
5776,Hyundai Verna 1.4,2014,550000,40000,Petrol,Manual,First Owner
5777,Maruti Ertiga SHVS,2016,890000,40000,Diesel,Manual,First Owner
5778,Hyundai i20 1.2,2012,265000,100000,Petrol,Manual,Second Owner
5779,Mahindra Scorpio 1.99,2014,900000,110000,Diesel,Manual,First Owner
5780,Chevrolet Beat Diesel,2013,210000,96272,Diesel,Manual,First Owner
5781,BMW 3 Series,2015,1650000,74000,Diesel,Automatic,First Owner
5782,Toyota Innova 2.5,2011,750000,168000,Diesel,Manual,Second Owner
5783,Ford Aspire Titanium,2019,675000,7000,Petrol,Manual,First Owner
5784,Hyundai i20 Active,2017,715000,60000,Diesel,Manual,First Owner
5785,Tata Indigo CS,2013,227999,60000,Diesel,Manual,Second Owner
5786,Maruti Wagon R,2015,400000,22500,Petrol,Manual,First Owner
5787,Maruti Vitara Brezza,2020,925000,7400,Diesel,Automatic,First Owner
5788,Maruti Swift Dzire,2011,275000,70000,Petrol,Manual,Third Owner
5789,Maruti Wagon R,2009,175000,67000,Petrol,Manual,First Owner
5790,Ford Fusion 1.4,2009,155000,110000,Diesel,Manual,Third Owner
5791,Maruti SX4 VDI,2012,325000,175000,Diesel,Manual,Second Owner
5792,Mahindra Scorpio LX,2014,700000,120000,Diesel,Manual,First Owner
5793,Tata Indica V2,2008,50000,120000,Diesel,Manual,Third Owner
5794,Mahindra Scorpio LX,2012,450000,370000,Diesel,Manual,First Owner
5795,Hyundai Verna 1.6,2014,645000,150360,Diesel,Manual,First Owner
5796,Tata Tigor 1.05,2017,597000,15000,Diesel,Manual,First Owner
5797,Renault KWID AMT,2018,400000,30000,Petrol,Automatic,Second Owner
5798,Maruti Swift Vdi,2009,300000,150000,Diesel,Manual,First Owner
5799,Maruti Swift VDI,2015,573000,100000,Diesel,Manual,Second Owner
5800,Maruti Alto K10,2011,180000,70000,Petrol,Manual,First Owner
5801,Tata Nano Lx,2011,70000,40000,Petrol,Manual,First Owner
5802,Toyota Innova 2.5,2008,500000,154000,Diesel,Manual,Third Owner
5803,Hyundai Accent GLS,2004,110000,110000,Petrol,Manual,Second Owner
5804,Maruti Ertiga VDI,2013,450000,120000,Diesel,Manual,Second Owner
5805,Tata Sumo Gold,2013,310000,145000,Diesel,Manual,First Owner
5806,Mahindra KUV 100,2017,400000,30000,Diesel,Manual,First Owner
5807,Maruti Swift ZDi,2014,390000,90000,Diesel,Manual,Second Owner
5808,Maruti Alto LXi,2011,122000,110000,Petrol,Manual,Fourth & Above Owner
5809,Mahindra Scorpio 1.99,2016,741000,70000,Diesel,Manual,First Owner
5810,Hyundai i20 1.4,2012,330000,40000,Diesel,Manual,Second Owner
5811,Mahindra Scorpio SLE,2010,300000,166000,Diesel,Manual,Third Owner
5812,Hyundai i10 Sportz,2011,215000,100000,Petrol,Manual,Third Owner
5813,Maruti Wagon R,2009,150000,75000,Petrol,Manual,Third Owner
5814,Hyundai EON Era,2013,250000,42130,Petrol,Manual,First Owner
5815,Maruti Ritz LXI,2010,180000,53000,Petrol,Manual,Second Owner
5816,Maruti Zen LXI,2006,150000,106000,Petrol,Manual,Second Owner
5817,Toyota Corolla DX,2005,275000,96000,Petrol,Manual,Second Owner
5818,Maruti Baleno Sigma,2019,556000,10000,Petrol,Manual,First Owner
5819,Maruti Swift Dzire,2016,550000,37000,Petrol,Manual,First Owner
5820,Mahindra XUV500 AT,2018,1500000,20000,Diesel,Automatic,First Owner
5821,Toyota Etios Liva,2017,549000,35000,Petrol,Manual,First Owner
5822,Hyundai i20 2015-2017,2016,630000,50000,Petrol,Manual,First Owner
5823,Mahindra Bolero Pik-Up,2020,679000,5000,Diesel,Manual,First Owner
5824,Maruti Swift 1.3,2011,320000,85000,Petrol,Manual,First Owner
5825,Hyundai Creta 1.6,2017,1125000,47000,Diesel,Manual,Second Owner
5826,Maruti Baleno Alpha,2017,680000,71000,Diesel,Manual,First Owner
5827,Honda City i-DTEC,2017,1050000,50000,Diesel,Manual,First Owner
5828,Tata Zest Quadrajet,2015,450000,57000,Diesel,Manual,First Owner
5829,Maruti Wagon R,2010,210000,43000,Petrol,Manual,First Owner
5830,Maruti Swift Dzire,2014,470000,60000,Diesel,Manual,First Owner
5831,Maruti Swift Dzire,2014,470000,60000,Petrol,Manual,First Owner
5832,Hyundai i20 Asta,2015,550000,40000,Diesel,Manual,First Owner
5833,Maruti A-Star Vxi,2011,204999,60000,Petrol,Manual,First Owner
5834,Honda City i,2015,950000,30000,Petrol,Automatic,First Owner
5835,Hyundai i20 Asta,2015,550000,160000,Diesel,Manual,Second Owner
5836,Toyota Innova 2.5,2007,270000,147500,Diesel,Manual,Second Owner
5837,Volkswagen Polo Diesel,2013,280000,90000,Diesel,Manual,Third Owner
5838,Maruti Ciaz ZDi,2015,630000,70000,Diesel,Manual,Second Owner
5839,Honda City 2017-2020,2007,220000,70000,Petrol,Manual,First Owner
5840,Mahindra Xylo D4,2014,320000,120000,Diesel,Manual,First Owner
5841,Hyundai EON Era,2013,225000,75000,Petrol,Manual,Second Owner
5842,Honda City 1.5,2010,380000,85000,Petrol,Manual,Second Owner
5843,Maruti Swift Dzire,2012,380000,70000,Diesel,Manual,Third Owner
5844,Volkswagen Ameo 1.5,2017,600000,29000,Diesel,Manual,First Owner
5845,Ford Endeavour 2.5L,2014,620000,40000,Diesel,Manual,Second Owner
5846,Hyundai Verna SX,2012,500000,90000,Diesel,Automatic,First Owner
5847,Mahindra TUV 300,2015,700000,40000,Diesel,Automatic,First Owner
5848,Ford EcoSport 1.5,2015,550000,138000,Diesel,Manual,First Owner
5849,Maruti Swift VDI,2016,600000,70000,Diesel,Manual,First Owner
5850,Volkswagen Ameo 1.0,2019,550000,30000,Petrol,Manual,Second Owner
5851,Hyundai Verna 1.6,2013,475000,125000,Diesel,Manual,Third Owner
5852,Honda City i,2015,615000,120000,Diesel,Manual,Second Owner
5853,Maruti Swift Dzire,2013,385000,180000,Diesel,Manual,Second Owner
5854,Tata Zest Revotron,2015,500000,20000,Petrol,Manual,First Owner
5855,Renault Duster 85PS,2012,450000,80000,Diesel,Manual,First Owner
5856,Toyota Innova 2.5,2014,969999,110000,Diesel,Manual,Second Owner
5857,Hyundai Verna 1.6,2013,580000,80000,Diesel,Manual,Second Owner
5858,Toyota Platinum Etios,2017,550000,40000,Diesel,Manual,First Owner
5859,Honda WR-V i-VTEC,2018,780000,30000,Petrol,Manual,First Owner
5860,Ford Fiesta 1.5,2014,500000,80000,Diesel,Manual,First Owner
5861,Skoda Laura Ambiente,2011,270000,140000,Diesel,Manual,Second Owner
5862,Maruti Alto K10,2017,335000,25000,Petrol,Manual,First Owner
5863,Maruti Swift Dzire,2017,755000,20000,Diesel,Manual,First Owner
5864,Hyundai i20 Active,2016,651000,42323,Diesel,Manual,First Owner
5865,BMW X1 sDrive20d,2011,1075000,42545,Diesel,Automatic,First Owner
5866,Maruti S-Cross 2017-2020,2016,690000,32000,Diesel,Manual,First Owner
5867,Maruti Swift Dzire,2017,589000,41232,Diesel,Manual,First Owner
5868,Mahindra Bolero B4,2015,445000,40200,Diesel,Manual,First Owner
5869,Ford Ecosport Sports,2013,475000,48000,Diesel,Manual,Second Owner
5870,Honda Amaze E,2014,465000,27233,Diesel,Manual,First Owner
5871,Tata Manza Aura,2011,225000,35000,Petrol,Manual,First Owner
5872,Toyota Innova 2.5,2005,310000,200000,Diesel,Manual,Second Owner
5873,Tata Sumo EX,2016,445000,63000,Diesel,Manual,First Owner
5874,Mahindra Bolero B4,2015,445000,62000,Diesel,Manual,First Owner
5875,Tata New Safari,2012,450000,68240,Diesel,Manual,First Owner
5876,Mahindra Scorpio 1.99,2008,450000,78000,Diesel,Manual,First Owner
5877,Maruti Swift VDI,2017,525000,38000,Diesel,Manual,Second Owner
5878,Maruti Wagon R,2010,200000,35000,Petrol,Manual,First Owner
5879,Maruti Swift Dzire,2018,611000,9000,Petrol,Manual,First Owner
5880,Hyundai Creta 1.6,2016,819999,39000,Diesel,Manual,First Owner
5881,Hyundai Creta 1.4,2016,825000,39000,Diesel,Manual,First Owner
5882,Ford Ecosport 1.5,2015,599000,92651,Diesel,Manual,First Owner
5883,Maruti Swift LXi,2018,490000,28000,Petrol,Manual,First Owner
5884,Hyundai EON Magna,2017,340000,30000,Petrol,Manual,First Owner
5885,Mercedes-Benz E-Class E350,2009,1000000,80000,Petrol,Automatic,Third Owner
5886,Hyundai Creta 1.6,2018,1237000,46000,Diesel,Manual,First Owner
5887,Volkswagen Polo Diesel,2013,350000,70000,Diesel,Manual,Second Owner
5888,Maruti 800 Std,2000,31000,56194,Petrol,Manual,Fourth & Above Owner
5889,Maruti Swift ZXI,2018,695000,40000,Petrol,Manual,First Owner
5890,Maruti Alto 800,2015,270000,40000,Petrol,Manual,First Owner
5891,Maruti Ertiga SHVS,2016,790000,120000,Diesel,Manual,First Owner
5892,Maruti Swift VDI,2016,590000,120000,Diesel,Manual,First Owner
5893,Maruti Swift Dzire,2017,635000,120000,Petrol,Automatic,First Owner
5894,Mahindra Bolero 2011-2019,2015,540000,110000,Diesel,Manual,Second Owner
5895,Renault Pulse RxZ,2012,265000,67000,Diesel,Manual,Second Owner
5896,Maruti Swift Dzire,2014,600000,50000,Diesel,Manual,First Owner
5897,Hyundai Verna 1.6,2012,409999,100000,Diesel,Manual,Second Owner
5898,Toyota Etios GD,2015,525000,80000,Diesel,Manual,Second Owner
5899,Ford Figo Diesel,2011,150000,50000,Diesel,Manual,First Owner
5900,Maruti Esteem Lxi,2007,55000,70000,Petrol,Manual,Third Owner
5901,Maruti Omni 5,2011,130000,70000,Petrol,Manual,Second Owner
5902,Maruti Vitara Brezza,2017,925000,50000,Diesel,Manual,First Owner
5903,Renault Lodgy 85PS,2017,690000,65000,Diesel,Manual,Second Owner
5904,Maruti Ertiga VDI,2012,560000,200000,Diesel,Manual,Second Owner
5905,Maruti Ciaz Zeta,2018,950000,7500,Diesel,Manual,First Owner
5906,Renault Lodgy 85PS,2017,695000,65000,Diesel,Manual,Second Owner
5907,Maruti Swift VXI,2013,450000,35000,Petrol,Manual,Second Owner
5908,BMW 5 Series,2013,2000000,60000,Diesel,Automatic,First Owner
5909,Maruti Swift VXi,2009,229999,71000,Petrol,Manual,First Owner
5910,Maruti Alto K10,2017,300000,30000,Petrol,Manual,First Owner
5911,Maruti Alto LXi,2012,200000,50000,Petrol,Manual,Second Owner
5912,Mercedes-Benz New C-Class,2008,725000,80000,Diesel,Automatic,Second Owner
5913,Nissan Micra XV,2011,235000,90000,Petrol,Manual,Second Owner
5914,Hyundai i20 2015-2017,2017,666000,13000,Petrol,Manual,First Owner
5915,Maruti 800 AC,2000,65000,100000,Petrol,Manual,Third Owner
5916,Hyundai Santro Xing,2004,85000,80000,Petrol,Manual,Third Owner
5917,Honda WR-V i-DTEC,2018,834000,30000,Diesel,Manual,First Owner
5918,Mahindra Bolero 2011-2019,2012,430000,120000,Diesel,Manual,First Owner
5919,Maruti Swift Vdi,2010,360000,120000,Diesel,Manual,Second Owner
5920,Hyundai EON Era,2014,240000,70000,Petrol,Manual,First Owner
5921,Maruti Swift VDI,2016,210000,210000,Diesel,Manual,First Owner
5922,Tata Indigo eCS,2010,135000,148000,Diesel,Manual,Second Owner
5923,Mahindra TUV 300,2017,700000,54188,Diesel,Manual,First Owner
5924,Mahindra TUV 300,2017,750000,60000,Diesel,Manual,First Owner
5925,Skoda Rapid 1.6,2012,425000,90000,Diesel,Manual,First Owner
5926,Chevrolet Beat LT,2011,150000,100000,Petrol,Manual,Third Owner
5927,Hyundai EON D,2014,215000,40000,Petrol,Manual,First Owner
5928,Datsun GO T,2014,225000,35000,Petrol,Manual,First Owner
5929,Renault KWID Climber,2017,330000,20000,Petrol,Manual,First Owner
5930,Maruti Omni LPG,2007,54000,144000,LPG,Manual,Second Owner
5931,Hyundai Grand i10,2014,374000,54043,Petrol,Automatic,First Owner
5932,Hyundai Verna 1.6,2012,549000,66657,Diesel,Automatic,First Owner
5933,Tata Indigo CS,2016,390000,42000,Diesel,Manual,Second Owner
5934,Hyundai i20 Asta,2013,455999,35582,Petrol,Manual,First Owner
5935,Volkswagen Polo GT,2013,453000,54327,Petrol,Automatic,Second Owner
5936,Volkswagen Ameo 1.2,2016,579000,7949,Petrol,Manual,First Owner
5937,Hyundai i10 Sportz,2010,258000,59734,Petrol,Automatic,First Owner
5938,Honda City S,2012,428000,49185,Petrol,Manual,First Owner
5939,Hyundai i10 Magna,2011,262000,56389,Petrol,Manual,First Owner
5940,Volkswagen Polo Petrol,2013,389000,58245,Petrol,Manual,First Owner
5941,Nissan Micra XL,2015,346000,36422,Petrol,Manual,First Owner
5942,Honda Jazz Basic,2011,339000,42535,Petrol,Manual,First Owner
5943,Hyundai i10 Sportz,2011,272000,40736,Petrol,Automatic,First Owner
5944,Maruti Swift VXI,2012,369000,56246,Petrol,Manual,First Owner
5945,Maruti Swift LXI,2011,277000,55403,Petrol,Manual,First Owner
5946,Tata Tigor 1.2,2018,535000,30000,Petrol,Manual,First Owner
5947,Maruti Alto K10,2015,265000,67000,Petrol,Manual,First Owner
5948,Hyundai Verna 1.6,2013,400000,70000,Petrol,Manual,First Owner
5949,Hyundai Grand i10,2014,459999,90000,Diesel,Manual,Second Owner
5950,Hyundai Elite i20,2019,667000,7500,Petrol,Manual,First Owner
5951,Tata New Safari,2011,300000,80000,Diesel,Manual,Second Owner
5952,Tata Indigo CR4,2012,229999,186000,Diesel,Manual,First Owner
5953,Tata Indica V2,2016,200000,110000,Diesel,Manual,Second Owner
5954,Ford Fiesta 1.4,2005,150000,120000,Diesel,Manual,Third Owner
